movieCd	prdtYear	showTm	prdtStatNm	typeNm	nations	genres	directors	actors	showTypes	companys	audits
20101209	2010	103	개봉	장편	['한국', '미국']	['코미디']	['심형래&SHIM Hyung-rae']	['심형래&SHIM Hyung-rae&영구&', '마이클 리스폴리&Michael Rispoli&토니 5세&', '하비 케이틀&Harvey Keitel&돈 카리니&', '제이슨 미웨스&Jason Mewes&비니&', '조셀린 도나휴&Jocelin Donahue&낸시 본판티&', '안소희&AN So-hui&까메오&cameo']	['필름&필름', '2D&디지털']	['20100170&㈜영구아트&YOUNGGU-ART Ent., LTD.&제작사', '20100109&씨제이엔터테인먼트&CJ Entertainment&배급사', '20100109&씨제이엔터테인먼트&CJ Entertainment&해외세일즈사']	['2010-F527&12세이상관람가']
20101223	2010	111	개봉	장편	['한국']	['코미디', '드라마']	['김영탁&KIM Young-tak']	['차태현&CHA Tae-hyun&강상만&', '강예원&KANG Ye-won&정연수&', '이문수&LEE Mun-su&할배 귀신&', '고창석&GO Chang-seok&꼴초 귀신&', '장영남&JANG Young-nam&울보 귀신&', '천보근&CHEON Bo-geun&초딩 귀신&', '신성일&&춘천 경찰서 형사&', '이창수&Lee Chang-su&응급실 의사 &', '라미란&LA Mi-ran&옆집 아줌마&', '이한위&LEE Han-wie&박수무당&', '조덕제&JO Duk-je&젊은 경찰&', '박길수&PARK Gil-soo&욕사장&', '안길강&AN Kil-kang&소품차 사장 &']	['필름&필름', '필름&영어자막', '2D&디지털']	['20100887&(주)워터앤트리&Water n Tree Pictures&제작사', '20100932&(주)넥스트엔터테인먼트월드(NEW)&Next Entertainment World&배급사', '20111451&(유)동문파트너즈&&공동제공', '20142968&(주)콘텐츠판다&CONTENTS PANDA&해외세일즈사', '20111001&무비클로저&Movie Closer&제작서비스-음악']	['2010-F493&12세이상관람가']
20101222	2010	156	개봉	장편	['한국', '미국', '중국']	['스릴러', '액션', '범죄']	['나홍진&NA Hong-jin']	['김윤석&KIM Yun-seok&면정학&', '하정우&HA Jung-woo&김구남&', '조성하&CHO Seong-ha&김태원&', '이철민&LEE Cheol-min&최성남&', '박윤호&&울산 브로커 1 &', '김기석&KIM Ki-Seok&태원 조직원6&', '박재홍&&부산항 부두 경비1 &', '안서현&AHN Seo-hyun&교수 딸&', '박창수&&한국 어부2 &', '노남석&Noh Nam Seok&구남 대역&', '김기환&&교수 운전수&', '백승철&&빚받이2 &', '진명&&조선족 납치남2 &', '김봉주&KIM Bong-joo&가리봉 조선족5&', '고해성&&중국 어부5&', '장윤영&&방송 화면 기자1&', '권귀덕&KWON Kwi-deok&교수 건물 괴한1&', '강민규&&면가 패거리9&', '임만규&&교수 건물 경비1&', '정명식&&운수 회사 지하실 남자4&', '임재민&&한국 어부4&', '김재화&KIM Jae-hwa&도문 호텔 가운녀 &', '김윤정&&안산 식당 종업원 &', '박병은&PARK Byung-eun&은행원&', '조재윤&JO Jae-yun&부산항 트럭 운전수 &', '이엘&LEE El&주영&', '이영수&LEE Young-soo&면가패거리8&', '장소연&JANG So-yeon&도문 호텔 직원&', '이희준&LEE Hui-joon&보은 경찰2&', '송원종&SONG Won-jong&교수 건물 괴한2&', '정대용&JEONG Dae-yong&옆집 조선족 남자&', '황석정&HWANG Seok-jeong&달라상&', '유하복&YOO Ha-bok&연변 택시 사장 &', '최욱&CHOI Wook&추격 경찰&', '손강국&SON Gang-guk&보은 경찰 1&', '정만식&JUNG Man-sik&형사 1&']	['필름&필름', '2D&디지털']	['20062250&㈜팝콘필름&popcorn film&제작사', '20100103&(주)쇼박스&Showbox Corp&배급사', '20100041&이십세기폭스코리아(주)&20th Century Fox Korea&배급사', '20114593&(주)웰메이드스타엠&Wellmade STARM Co.,Ltd.&제공', '20114832&미시간벤처캐피탈(주)&Michigan Venture Capital Co., Ltd.&공동제공', '20100103&(주)쇼박스&Showbox Corp&공동제공', '20100103&(주)쇼박스&Showbox Corp&해외세일즈사', '20110331&㈜라이브톤&LIVETONE Co., Ltd Digital Sound Production&제작서비스-사운드', '20111032&이펙트스톰&e-storm(effect storm)&제작서비스-시각효과/특수효과', '20110499&(주)스타이스트디지탈랩&Stareast Digital Lab&제작서비스-시각효과/특수효과']	['2010-F511 &청소년관람불가']
20101221	2010	118	개봉	장편	['한국']	['코미디', '멜로/로맨스']	['김정훈&KIM Joung-hoon']	['이선균&LEE Sun-kyun&정배&', '최강희&CHOI Gang-hee&다림&', '류현경&RYU Hyun-kyung&경선&', '오정세&OH Jeong-se&해룡&', '석정현&SEOCK Jeong-hyun&민호어시1&', '조성환&JO Sung-hwan&편의점 알바 &Convience store worker', '송유하&SONG Yu-ha&&', '최현숙&&정배 집주인&', '추연규&&안경남&', '류지혜&&섹시녀 &', '정구영&&카페알바&', '박성일&PARK Seong-il&병두 &', '이원종&LEE Won-jong&이세영 작가&', '최희진&CHOI Hee-jin&은행 여직원&', '신동환&&촬영맨&', '조은지&CHO Eun-ji&시상식장 여직원 &']	['필름&필름', '필름&영어자막', '필름&일어자막', '필름&청각장애인용 자막', '2D&디지털']	['20061727&(주)크리픽쳐스&Cree Pictures Co.Ltd&제작사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&배급사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&제공', '20111451&(유)동문파트너즈&&공동제공', '20061361&소빅창업투자(주)&&공동제공', '20100904&(주)엠라인디스트리뷰션&M-Line Distribution&해외세일즈사', '20110363&서울영상위원회&Seoul Film Commission&제작서비스-로케이션', '20110364&경기영상위원회&Gyeonggi Film Commission&영상위원회']	['2010-F483 &청소년관람불가']
20101200	2010	112	개봉	장편	['한국', '인도']	['멜로/로맨스', '드라마']	['장유정&CHANG You-jeong']	['임수정&LIM Soo-jung&지우&', '공유&GONG Yoo&기준&', '최지호&CHOI Ji-ho&축구 김종욱&', '이청아&LEE Chung-ah&&', '최혜림&&뮤지컬 배우&', '조재은&&뮤지컬 배우 &', '박혜경&&뮤지컬 배우 &', '권영복&&뮤지컬 배우&', '김나정&&여행사 직원&', '고지광&KO Ji-gwang&런닝맨&', '유정희&&뮤지컬 배우 &', '장영주&&스튜어디스&', '정동화&&뮤지컬 크루&', '정원조&JEONG Won-jo&동창&', '오나라&OH Na-ra&효정 &', '이우승&&뮤지컬 배우&', '김대현&KIM Dae-hyeon&뮤지컬배우&', '이창원&&뮤지컬 배우 &', '정준하&JUNG Jun-ha&우정출연-농촌 김종욱&', '오만석&OH Man-seok&김종묵&', '장영남&JANG Young-nam&기준 누나&', '김강현&KIM Kang-hyun&세트팀원&', '최일화&CHOI Il-hwa&고객&']	['필름&필름', '필름&영어자막', '필름&일어자막', '2D&디지털']	['20100340&(주)수필름&SOO FILM&제작사', '20100109&씨제이엔터테인먼트&CJ Entertainment&배급사', '20114895&그린손해보험(주)&Green non-life insurance co,. Ltd&공동제공', '20114841&베넥스영화전문투자조합&&공동제공', '20061361&소빅창업투자(주)&&공동제공', '20111035&모팩 스튜디오&MOFAC Studio Ltd.&제작서비스-시각효과/특수효과']	['2010-F471&12세이상관람가']
20101399	2010	114	개봉	장편	['한국']	['드라마']	['윤재근&YOON Jae-keun']	['김윤진&KIM Yun-jin&채연희&', '박해일&PARK Hae-il&이휘도&', '강신일&KANG Sin-Il&최 원장&', '한유빈&HAN Yu-Bin&&', '조윤정&&유치원 학부모 &', '조정준&CHO Jeong-Jun&택시기사 &', '박현숙&&효진엄마 &', '방윤지&&강사장 딸 &', '서아름&&튜닝샵 직원 &', '문대영&&꼴떼기 &', '김경태&&꼴떼기&', '임혜진&&여 약사&', '장유진&&바텐더&', '전병철&&중개업자&', '권민경&& 응급실 간호사&', '박선영&&예은담당 간호사 &', '정민교&&꼴떼기&', '엄세현&UM Se-hyun& 응급실의사 &', '이윤재&&택배기사 &', '이승준&LEE Seung-jun&문 선생 &', '박진우&PARK Gene-woo&경찰&', '이희준&LEE Hui-joon&약사&', '전배수&JEON Bae-soo&박 실장&', '이한위&LEE Han-wie&튜닝샵 사장&', '남성호&NAM Seong-ho&우편배달부&', '김상호&KIM Sang-ho&조 팀장&']	['필름&필름', '필름&영어자막', '필름&일어자막', '2D&디지털']	['20100297&(주)오죤필름&OZONE FILM&제작사', '20122835&(유)대결문화산업전문회사&&제작사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&배급사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&제공', '20061362&CJ창업투자(주)&CJ Venture Investment&제공', '20060081&(주)서울무비웍스&&공동제공', '20063045&엠벤처투자(주)&&공동제공', '20114832&미시간벤처캐피탈(주)&Michigan Venture Capital Co., Ltd.&공동제공', '20114833&케이티비네트워크(주)&KTB network. Co.,Ltd.&공동제공', '20100851&(주)화인컷&Finecut Co., Ltd.&해외세일즈사', '20110363&서울영상위원회&Seoul Film Commission&제작서비스-로케이션']	['2010-F517&15세이상관람가']
20101111	2010	86	개봉	장편	['한국']	['드라마']	['한상민&HAN Sang min']	['배제기&BAE Jae-ki&&', '김예린&Kim Yea-rin&&', '정재식&Jung Jae-sic&&', '김록경&Kim Roc-kyung&&', '윤호성&Youn Ho-sung&&', '박현경&&&', '김고운&&&', '박성현&&&', '김영철&&&']	['필름&필름']	['20112087&MBIAS필름&&제작사', '20100630&시네마루&Cine maru&배급사', '20100802&위드시네마&&배급사']	['2010-F389&15세이상관람가']
20101071	2010	105	개봉	장편	['미국']	['범죄', '드라마']	['안톤 코르빈&Anton Corbijn']	['조지 클루니&George Clooney&잭/애드워드&']	['필름&필름', '2D&디지털']	['20103649&포커스피쳐스&Focus Features&제작사', '20112294&스모크하우스&Smoke House&제작사', '20112295&디스이즈댓프로덕션&This is That Productions&제작사', '20100479&(주)화천공사&&배급사', '20100209&(주)스폰지이엔티&Sponge Ent. Inc.&수입사']	['2010-F544&청소년관람불가']
20101378	2010	133	개봉	장편	['미국', '프랑스']	['범죄', '스릴러', '액션']	['폴 해기스&Paul Haggis']	['러셀 크로우&Russell Crowe&존 브레넌&', '엘리자베스 뱅크스&Elizabeth Banks&라라 브레넌&']	['필름&필름', '2D&디지털']	['20104247&라이온스 게이트 필름즈&Lions Gate Films Inc.&제작사', '20112279&피델리트 필름&Fidelite Films&제작사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&배급사', '20112280&에스엔엠코리아&SNM Korea&수입사']	['2010-F502&15세이상관람가']
20090739	2008	92	개봉	장편	['미국']	['드라마', '멜로/로맨스']	['니콜라스 패클러&Nicholas Fackler']	['마틴 랜도&Martin Landau&&', '엘렌 버스틴&Ellen Burstyn&&', '아담 스콧&Adam Scott&&', '엘리자베스 뱅크스&Elizabeth Banks&&']	['필름&필름', '2D&디지털']	['20112292&노스씨필름&NORTH SEA FILMS&제작사', '20100827&(주)에스와이코마드&SYcomad&배급사', '20100827&(주)에스와이코마드&SYcomad&수입사']	['2010-F463&12세이상관람가']
20101377	2009	106	개봉	장편	['영국']	['코미디', '가족']	['데비 아이싯&Debbie Isitt']	['마틴 프리먼&Martin Freeman&폴 마든스&', '애슐리 젠슨&Ashley Jensen&&']	['필름&필름', '2D&디지털']	['20112293&미러볼 필름&MIRRORBALL FILMS&제작사', '20100285&판씨네마(주)&Pancinema Corp.&배급사', '20100285&판씨네마(주)&Pancinema Corp.&수입사']	['2010-F510&전체관람가']
20101227	2009	112	개봉	장편	['영국', '미국', '러시아', '독일']	['드라마', '멜로/로맨스']	['마이클 호프만&Michael Hoffman']	['헬렌 미렌&Helen Mirren&소피아 톨스토이&', '크리스토퍼 플러머&Christopher Plummer&레오 톨스토이&', '폴 지아마티&Paul Giamatti&&', '앤-마리 듀프&Anne-Marie Duff &&', '케리 콘든&Kerry Condon&&']	['필름&필름', '2D&디지털']	['20112276&에고리토셀필름&Egoli Tossell Film&제작사', '20112277&제피르필름&Zephyr Films&제작사', '20100520&롯데쇼핑㈜롯데엔터테인먼트&Lotte shopping Lotte Entertainment Co.,Ltd&배급사', '20100635&(주)씨씨에스미디어&&수입사']	['2010-F505&15세이상관람가']
20101275	2008	108	개봉	장편	['독일']	['드라마']	['헬마 잔더스-브람스&Helma Sanders-Brahms']	['마르티나 게덱&Martina Gedeck&클라라&', '파스칼 그레고리&Pascal Greggory&로버트&', '맬릭 지디&Malik Zidi&&']	['필름&필름', '2D&디지털']	['20112278&헬마샌더스브람스 필름&Helma Sanders-Brahms Filmproduktion&제작사', '20100631&(주)영화사 진진&JINJIN Pictures&배급사', '20101102&오드&AUD&수입사']	['2010-F509&15세이상관람가']
20101101	2010	109	개봉	장편	['일본', '캐나다']	['드라마', '코미디', '가족']	['오기가미 나오코&Ogigami Naoko']	['알렉스 하우스&Alex House&레이&', '모타이 마사코&Motai Masako &할머니&', '데이빗 렌달&David Rendall&&', '타티아나 마스래니&Tatiana Maslany&&']	['필름&필름', '2D&디지털']	['20114813&(주)영화사 조제&Film JoseE &배급사', '20100209&(주)스폰지이엔티&Sponge Ent. Inc.&수입사']	['2010-F491&전체관람가']
20101274	2009	98	개봉	장편	['영국', '캐나다']	['드라마']	['샘 테일러-우드&Sam Taylor-Wood']	['애런 존슨&Aaron Johnson&존&', '크리스틴 스콧 토마스&Kristin Scott Thomas&미미&']	['필름&필름']	['20103239&에코스 필름&Ecosse Films&제작사', '20100892&프리비젼엔터테인먼트&Prevision Entertainment&배급사', '20101311&(주)케이앤엔터테인먼트&K&Entertainment&수입사']	['2010-F480&15세이상관람가']
20101409	1940	103	기타	장편	['미국']	['드라마', '전쟁', '멜로/로맨스']	['머빈 르로이&Mervyn LeRoy']	['비비안 리&Vivien Leigh&마이러&', '로버트 테일러&Robert Taylor&로이 크로닌&']	['필름&필름', '2D&디지털']	[]	['&전체관람가']
20101073	2009	129	개봉	장편	['아르헨티나', '스페인']	['드라마']	['후안 호세 캄파넬라&Juan Jose Campanella']	['리카르도 다린&Ricardo Darin&&', '솔레다드 빌라밀&Soledad Villamil&&', '칼라 쿠에브도&Carla Quevedo&&', '파블로 라고& Pablo Rago&&']	['필름&필름', '2D&디지털']	['20112266&100 바레스&100 BARES&제작사', '20063299&(주) 포커스픽쳐&Focus Picture&배급사', '20062827&크리스리픽쳐스인터내셔널(주)&&수입사']	['2010-F435&15세이상관람가']
20101224	2010	146	개봉	장편	['미국']	['미스터리', '판타지']	['데이빗 예이츠&David Yates']	['다니엘 래드클리프&Daniel Radcliffe&해리 포터&', '엠마 왓슨&Emma Watson&헤르미온느&', '루퍼트 그린트&Rupert Grint&론 웨슬리&']	['필름&필름', '필름&더빙', '2D&디지털', '2D&디지털더빙', '4D&4D', 'IMAX&IMAX']	['20104091&헤이데이필름&Heyday Films&제작사', '20100043&워너브러더스 코리아(주)&Warner Bros. Korea&배급사', '20100043&워너브러더스 코리아(주)&Warner Bros. Korea&수입사']	['2010-F481&전체관람가']
20101225	2010	125	개봉	장편	['미국']	['SF', '스릴러', '액션']	['조셉 코신스키&Joseph Kosinski']	['제프 브리지스&Jeff Bridges&케빈 플린&', '가렛 헤드룬드&Garrett Hedlund&샘 플린&', '올리비아 와일드&Olivia Wilde&쿠오라&']	['필름&필름', '2D&디지털', '3D&3D 디지털', '4D&4D', 'IMAX&IMAX 3D']	['20104250&라이브플래닛&Liveplanet&제작사', '20100616&한국소니픽쳐스릴리징브에나비스타영화㈜&Sony Pictures Realizing Buena Vista &배급사', '20100616&한국소니픽쳐스릴리징브에나비스타영화㈜&Sony Pictures Realizing Buena Vista &수입사']	['2010-F499&12세이상관람가']
20101348	2010	85	개봉	장편	['벨기에']	['애니메이션', '어드벤처']	['벤 스타센&Ben Stassen']	['멜라니 그리피스&Melanie Griffith&스노우&', '이사벨 퍼만&Isabelle Fuhrman&해칠링 셀리&', '유리 로웬탈&Yuri Lowenthal&새미&', '대성&DAE Sung&새미&', '최설리(설리)&&셸리 &', '윤형빈&&레이 &']	['필름&필름', '필름&더빙', '2D&디지털', '2D&디지털더빙', '3D&3D 더빙', '4D&4D']	['20112275&엔웨이브필름&nWave Pictures&제작사', '20100109&씨제이엔터테인먼트&CJ Entertainment&배급사', '20100419&데이지엔터테인먼트&Daisy Entertainment &수입사']	['2010-F416&전체관람가']
20101226	2010	97	개봉	장편	['일본']	['애니메이션']	['유야마 쿠니히코&Kunihiko Yuyama']	['이선호&&지우&', '김선혜&KIM Sun-hye&조로아크&', '문남숙&MOON Nam-sook&세레비&']	['필름&필름', '필름&더빙']	['20112291&이스트저팬마케팅앤커뮤니케이션&EAST JAPAN MARKETING & COMMUNICATIONS INC.&제작사', '20063188&씨제이 씨지브이(CJ CGV)(주)&CJ CGV&배급사', '20062956&(주)포켓몬코리아&&수입사']	['2010-F451&전체관람가']
20101213	2010	112	개봉	장편	['미국']	['판타지', '가족', '어드벤처']	['마이클 앱티드&Michael Apted']	['벤 반스&Ben Barnes&&', '조지 헨리&Georgie Henley &&', '윌 폴터&Will Poulter&&', '윌 폴터&Will Poulter&&', '스캔더 킨즈&Skandar Keynes&&', '윌리엄 모즐리&William Moseley &&', '윌리엄 모즐리&William Moseley &&', '안나 팝플웰&Anna Popplewell&&']	['필름&필름', '필름&더빙', '2D&디지털', '2D&디지털더빙', '3D&3D 디지털', '3D&3D 더빙', '4D&4D']	['20101507&이십세기폭스필름코퍼레이션&20th Century Fox Film Corporation&제작사', '20100041&이십세기폭스코리아(주)&20th Century Fox Korea&배급사', '20100041&이십세기폭스코리아(주)&20th Century Fox Korea&수입사', '20123777&(주)리얼이미지&Real Image Corp.&제작서비스-현상']	['2010-F473 &전체관람가']
20101212	2010	100	개봉	장편	['미국']	['드라마', '스릴러']	['플로리안 헨켈 폰 도너스마르크&Florian Henckel von Donnersmarck']	['안젤리나 졸리&Angelina Jolie&&', '조니 뎁&Johnny Depp&&']	['필름&필름', '2D&디지털']	['20112274&지케이필름&GK Films&제작사', '20100616&한국소니픽쳐스릴리징브에나비스타영화㈜&Sony Pictures Realizing Buena Vista &배급사', '20100616&한국소니픽쳐스릴리징브에나비스타영화㈜&Sony Pictures Realizing Buena Vista &수입사']	['2010-F474 &15세이상관람가']
20101400	2010	180	개봉	장편	['미국']	['공연']	['로베르 르빠쥬&']	['브린테펠&Bryn Terfel&&', '웬디 브린하머&Wendy Bryn Harmer&&']	['필름&필름', '2D&디지털']	['20112111&메트로폴리탄 오페라&Metropolitan Opera&제작사', '20062944&(주)에이치엠엔&&배급사', '20062944&(주)에이치엠엔&&수입사']	['2010-F521&전체관람가', '&전체관람가']
